gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction
CDKL1,2.889542,0.2358,6.74084,4.902371,5.473468,0.300591,Human highest
CACNA1D,2.888235,0.235954,8.868142,8.38529,8.32318,0.300591,Human highest
SPG11,2.888235,0.235954,6.707271,4.325546,5.021382,0.300591,Human highest
DYRK1B,2.889542,0.2358,3.295985,3.501989,3.545512,0.300591,Mouse highest
ZSCAN29,2.889542,0.2358,3.218712,1.966603,2.29096,0.300591,Human highest
LRRC49,2.889542,0.2358,6.873738,6.306684,6.36428,0.300591,Human highest
AP2S1,2.888235,0.235954,4.852244,6.091975,5.892075,0.300591,NHP highest
PSMD11,2.889542,0.2358,5.862519,6.487054,6.329443,0.300591,NHP highest
RSU1,2.888235,0.235954,6.560083,5.27224,5.636003,0.300591,Human highest
ARAP2,2.889542,0.2358,7.580015,6.459931,6.778683,0.300591,Human highest
KCNH5,2.888235,0.235954,7.422038,6.539581,6.204077,0.300591,Human highest
COX19,2.888235,0.235954,4.881144,5.865035,5.774366,0.300591,NHP highest
PRC1,2.888235,0.235954,3.04012,2.216453,2.442769,0.300591,Human highest
FAM32A,2.888235,0.235954,3.418519,6.337481,5.557274,0.300591,NHP highest
SYT12,2.888235,0.235954,6.115571,4.008619,4.462458,0.300591,Human highest
TUSC2,2.888235,0.235954,4.348239,6.637747,5.978582,0.300591,NHP highest
CA8,2.888235,0.235954,2.537139,2.004184,1.906719,0.300591,Human highest
PHF23,2.889542,0.2358,2.356522,5.045383,4.166126,0.300591,NHP highest
JTB,2.888235,0.235954,5.011492,5.921231,5.661955,0.300591,NHP highest
ZBTB10,2.889542,0.2358,4.62161,3.241335,3.620981,0.300591,Human highest
NDUFS5,2.888235,0.235954,5.00022,7.258101,6.407105,0.300591,NHP highest
WWP1,2.889542,0.2358,5.930728,5.784327,5.873866,0.300591,Human highest
KCNH1,2.888235,0.235954,10.033216,7.855263,8.215535,0.300591,Human highest
ACP2,2.888235,0.235954,3.251988,5.53814,4.83457,0.300591,NHP highest
TXNDC17,2.888235,0.235954,2.705096,5.94281,4.836703,0.300591,NHP highest
CEBPZOS,2.888235,0.235954,4.76176,5.691313,5.46829,0.300591,NHP highest
OSGIN2,2.888235,0.235954,4.220579,3.832178,3.881443,0.300591,Human highest
PERP,2.888235,0.235954,0.971586,1.308288,1.251897,0.300591,NHP highest
OTUD3,2.888235,0.235954,5.611287,4.519564,4.446414,0.300591,Human highest
RPS13,2.888235,0.235954,4.641318,8.355282,6.943482,0.300591,NHP highest
OXGR1,2.888235,0.235954,1.008421,0.551357,0.611284,0.300591,Human highest
PROSER1,2.888235,0.235954,4.365114,4.941952,4.986762,0.300591,Mouse highest
THOC3,2.888235,0.235954,3.315333,4.478729,4.147097,0.300591,NHP highest
NUP155,2.878431,0.237114,4.516707,4.240242,4.710373,0.301751,Mouse highest
TNK2,2.878431,0.237114,6.358742,6.012523,6.182788,0.301751,Human highest
ETV1,2.878431,0.237114,4.789436,5.238494,4.911729,0.301751,NHP highest
FAM98C,2.878431,0.237114,4.628568,3.991306,4.107697,0.301751,Human highest
RAB22A,2.878431,0.237114,5.195166,5.472462,5.189328,0.301751,NHP highest
SEMA3B,2.878431,0.237114,0.959267,0.579367,0.829917,0.301751,Human highest
EFCAB10,2.878431,0.237114,2.847516,2.264251,2.597548,0.301751,Human highest
SHF,2.878431,0.237114,4.122425,4.618397,4.022056,0.301751,NHP highest
SAMD4A,2.878431,0.237114,6.091026,6.576041,6.245262,0.301751,NHP highest
TBC1D7,2.878431,0.237114,3.931048,3.325982,3.683347,0.301751,Human highest
SARAF,2.878431,0.237114,7.383264,6.92595,7.084142,0.301751,Human highest
BPIFB4,2.878431,0.237114,0.395082,0.179201,0.371721,0.301751,Human highest
RPS6KA3,2.871895,0.23789,7.576465,7.803557,7.53791,0.302553,NHP highest
GLP2R,2.871895,0.23789,4.450678,4.422054,3.636484,0.302553,Human highest
REC114,2.871895,0.23789,2.992599,2.71954,2.345194,0.302553,Human highest
CFAP99,2.871895,0.23789,2.292994,2.028485,2.59717,0.302553,Mouse highest
HMGN3,2.871895,0.23789,6.915054,7.184716,7.463782,0.302553,Mouse highest
SCN8A,2.871895,0.23789,8.887802,9.069251,8.815226,0.302553,NHP highest
UBA52,2.871895,0.23789,4.41613,4.858569,5.655295,0.302553,Mouse highest
GSE1,2.866995,0.238473,6.349748,6.707298,4.430391,0.303269,NHP highest
NGFR,2.860302,0.239273,0.019544,0.029689,0.115003,0.304259,Mouse highest
GSC2,2.858166,0.239529,0.0,0.013732,0.028551,0.304557,Mouse highest
CP,2.852941,0.240155,2.178103,1.659991,2.334353,0.305327,Mouse highest
TM4SF4,2.837895,0.241969,0.250132,0.029689,0.678393,0.307472,Mouse highest
SRPX2,2.837895,0.241969,0.5307,0.036608,0.829755,0.307472,Mouse highest
CHRNA6,2.837895,0.241969,0.357617,0.029689,0.747805,0.307472,Mouse highest
NPHS2,2.837895,0.241969,0.378593,0.038834,0.232263,0.307472,Human highest
TRPV5,2.837895,0.241969,0.427198,0.036608,0.359301,0.307472,Human highest
FAM180A,2.837895,0.241969,0.393998,0.045134,0.431403,0.307472,Mouse highest
OLIG1,2.830719,0.242838,0.415989,1.003421,0.618516,0.308281,NHP highest
KCMF1,2.830719,0.242838,6.214796,6.393746,6.238369,0.308281,NHP highest
NUCB1,2.830719,0.242838,4.74199,5.074284,4.704599,0.308281,NHP highest
SETD6,2.83087,0.24282,3.94468,3.71398,2.632567,0.308281,Human highest
GPATCH11,2.830719,0.242838,4.426227,4.751349,4.593524,0.308281,NHP highest
TET3,2.830719,0.242838,7.205321,6.705734,7.055722,0.308281,Human highest
ZSWIM4,2.830719,0.242838,3.41351,2.810224,3.535855,0.308281,Mouse highest
PTPN12,2.830719,0.242838,6.586014,6.390148,6.489403,0.308281,Human highest
CAMLG,2.830719,0.242838,5.555929,5.44685,5.798587,0.308281,Mouse highest
EFNA1,2.830719,0.242838,1.703079,1.393147,2.116777,0.308281,Mouse highest
NAP1L1,2.830719,0.242838,7.732736,7.956302,7.582253,0.308281,NHP highest
C5AR2,2.823451,0.243722,0.357436,0.058484,0.773048,0.309322,Mouse highest
ATP6V0D2,2.823451,0.243722,0.39598,0.129042,0.480453,0.309322,Mouse highest
AKAP3,2.823451,0.243722,1.015334,0.086438,0.627476,0.309322,Human highest
MGME1,2.819608,0.244191,2.582147,2.552129,2.92958,0.309782,Mouse highest
LRRC75A,2.819608,0.244191,3.773706,3.783328,4.11652,0.309782,Mouse highest
UNC13D,2.819608,0.244191,1.589981,1.539641,1.850445,0.309782,Mouse highest
ACHE,2.819608,0.244191,2.655753,2.469238,2.83474,0.309782,Mouse highest
IDO2,2.819608,0.244191,0.967608,0.886343,1.421932,0.309782,Mouse highest
RPP38,2.816993,0.244511,2.859114,3.2347,3.385585,0.30989,Mouse highest
PGAP1,2.816993,0.244511,6.632368,6.376279,6.589896,0.30989,Human highest
FAM204A,2.816993,0.244511,5.84445,5.686588,5.505197,0.30989,Human highest
LANCL1,2.816993,0.244511,6.377783,6.628151,6.672247,0.30989,Mouse highest
CD320,2.816993,0.244511,3.572824,3.781932,3.937528,0.30989,Mouse highest
ROBO1,2.816993,0.244511,9.245797,9.708248,9.797319,0.30989,Mouse highest
TNF,2.816999,0.24451,0.010217,0.049958,0.006343,0.30989,NHP highest
THPO,2.816993,0.244511,2.777772,2.540247,2.397102,0.30989,Human highest
C1QL1,2.816993,0.244511,0.662941,0.504249,0.413284,0.30989,Human highest
PBX1,2.816993,0.244511,9.107344,9.184574,9.367851,0.30989,Mouse highest
HAO2,2.816993,0.244511,0.69949,0.453786,0.39343,0.30989,Human highest
SRPX,2.815194,0.244731,1.856203,0.049958,1.437047,0.310033,Human highest
ART1,2.815194,0.244731,0.651669,0.056029,0.42974,0.310033,Human highest
SPATC1L,2.815194,0.244731,3.537174,0.054278,1.40688,0.310033,Human highest
PPP1R3B,2.815194,0.244731,1.027508,0.092685,0.61245,0.310033,Human highest
ODF1,2.815194,0.244731,0.363606,0.068677,0.218774,0.310033,Human highest
IL15,2.810755,0.245274,1.45162,0.164688,1.096646,0.310695,Human highest
EMILIN3,2.80255,0.246283,0.99659,0.036608,0.772442,0.311809,Human highest
RGR,2.80255,0.246283,0.190673,0.036608,0.236686,0.311809,Mouse highest
TAS2R4,2.80255,0.246283,0.237177,0.029689,0.498837,0.311809,Mouse highest
RAB20,2.80255,0.246283,0.680494,0.084122,0.747912,0.311809,Mouse highest
EPB42,2.80255,0.246283,0.328993,0.038834,0.466346,0.311809,Mouse highest
ONECUT3,2.80255,0.246283,0.344498,0.038834,0.377619,0.311809,Mouse highest
MGAT4D,2.800854,0.246492,0.516282,0.029689,0.966065,0.31202,Mouse highest
GAL,2.800854,0.246492,0.237639,0.029689,0.246464,0.31202,Mouse highest
IRX4,2.797315,0.246928,0.068118,0.0,0.097041,0.312355,Mouse highest
PRPS1L1,2.797315,0.246928,0.009965,0.0,0.006341,0.312355,Human highest
PDZK1IP1,2.797315,0.246928,0.010297,0.0,0.043374,0.312355,Mouse highest
ERP27,2.797373,0.246921,0.222727,0.058484,0.469532,0.312355,Mouse highest
GCG,2.797315,0.246928,0.013116,0.0,0.03906,0.312355,Mouse highest
LY6G6C,2.797315,0.246928,0.09775,0.0,0.082529,0.312355,Human highest
FFAR2,2.797315,0.246928,0.010297,0.0,0.011364,0.312355,Mouse highest
FERD3L,2.797315,0.246928,0.072378,0.0,0.075107,0.312355,Mouse highest
TMPRSS13,2.793443,0.247407,0.268548,0.015957,0.198708,0.312933,Human highest
DHODH,2.792118,0.247571,2.534482,3.387816,2.429446,0.313113,NHP highest
ZNF428,2.790196,0.247809,5.059215,5.230624,5.823773,0.313305,Mouse highest
TMED4,2.790196,0.247809,5.08816,5.382437,5.700518,0.313305,Mouse highest
MED15,2.790196,0.247809,6.01388,6.064411,6.30072,0.313305,Mouse highest
GUCY1A2,2.790196,0.247809,8.549393,8.525312,8.116378,0.313305,Human highest
SPI1,2.78842,0.248029,2.520537,0.100743,1.326609,0.313556,Human highest
ASB8,2.78366,0.24862,4.98797,5.293264,4.725973,0.314221,NHP highest
REEP2,2.78366,0.24862,6.541437,6.339135,6.64668,0.314221,Mouse highest
PDZD8,2.78366,0.24862,6.035426,6.299015,5.83016,0.314221,NHP highest
MAP3K11,2.778431,0.249271,3.001231,2.637565,2.895315,0.31477,Human highest
FANK1,2.778431,0.249271,4.448747,3.9037,4.273025,0.31477,Human highest
TRAPPC1,2.778431,0.249271,3.755697,4.244858,4.396325,0.31477,Mouse highest
KRT10,2.778431,0.249271,4.441437,5.054908,5.125203,0.31477,Mouse highest
ADAMTS6,2.778431,0.249271,2.748772,1.917068,2.502857,0.31477,Human highest
RGL3,2.778431,0.249271,1.323658,0.650259,1.388053,0.31477,Mouse highest
TRPM3,2.778431,0.249271,7.450078,7.019659,6.916053,0.31477,Human highest
PTGFR,2.779899,0.249088,0.292665,0.060878,0.29792,0.31477,Mouse highest
SGSM1,2.778431,0.249271,7.388927,6.77318,7.017619,0.31477,Human highest
STK10,2.778431,0.249271,4.506072,3.602816,4.357615,0.31477,Human highest
NINJ2,2.754248,0.252303,2.039955,0.731632,1.447702,0.315314,Human highest
SLCO2A1,2.754248,0.252303,3.949598,2.10452,2.798156,0.315314,Human highest
APLF,2.754248,0.252303,4.417091,2.962032,3.645387,0.315314,Human highest
DOCK2,2.754248,0.252303,4.408892,0.453786,2.31541,0.315314,Human highest
CPLX1,2.754248,0.252303,6.025184,6.742069,6.440169,0.315314,NHP highest
TAOK2,2.767816,0.250597,3.882423,5.165285,3.763585,0.315314,NHP highest
STX1A,2.754248,0.252303,6.549181,7.891464,7.44144,0.315314,NHP highest
SNX16,2.754248,0.252303,4.391756,6.287982,5.428569,0.315314,NHP highest
WDR36,2.754248,0.252303,5.327618,4.357182,4.647681,0.315314,Human highest
NKD1,2.767816,0.250597,1.295394,2.668521,2.040532,0.315314,NHP highest
VMA21,2.754248,0.252303,4.160662,6.105447,5.110906,0.315314,NHP highest
NEK8,2.754248,0.252303,1.228248,0.509325,1.080867,0.315314,Human highest
LEF1,2.754248,0.252303,1.225901,0.421982,1.04658,0.315314,Human highest
LIN28A,2.755088,0.252197,0.255504,0.013732,0.262252,0.315314,Mouse highest
KIAA0753,2.754248,0.252303,6.308618,1.647613,2.97719,0.315314,Human highest
ANKUB1,2.767974,0.250578,1.430007,0.506925,0.952835,0.315314,Human highest
NLRP3,2.755088,0.252197,2.167572,0.043039,0.891462,0.315314,Human highest
STK11IP,2.754248,0.252303,3.932786,3.532672,3.665241,0.315314,Human highest
LENG8,2.754248,0.252303,6.81603,6.136834,6.416186,0.315314,Human highest
CFAP52,2.754248,0.252303,4.408217,0.939972,1.928371,0.315314,Human highest
SUV39H2,2.754248,0.252303,3.725363,2.939257,3.312318,0.315314,Human highest
SSR3,2.754248,0.252303,3.951255,6.25993,5.325033,0.315314,NHP highest
LAMTOR3,2.754248,0.252303,3.978294,5.874093,5.193616,0.315314,NHP highest
NFIX,2.754248,0.252303,6.971169,7.47907,7.373847,0.315314,NHP highest
CPNE3,2.754248,0.252303,5.530778,3.673462,4.268131,0.315314,Human highest
CEP112,2.754248,0.252303,7.250146,4.083851,5.217175,0.315314,Human highest
CD96,2.754248,0.252303,1.762394,0.793138,1.192441,0.315314,Human highest
FURIN,2.767816,0.250597,3.500977,4.564198,3.281934,0.315314,NHP highest
NR3C1,2.754248,0.252303,8.533562,7.339456,8.176008,0.315314,Human highest
FER1L5,2.754248,0.252303,3.796773,0.360063,2.105269,0.315314,Human highest
MED27,2.754248,0.252303,7.417454,5.67766,6.282372,0.315314,Human highest
CACNA1F,2.754248,0.252303,1.882658,0.360559,1.085139,0.315314,Human highest
NUDT21,2.767816,0.250597,5.039413,5.772954,4.146325,0.315314,NHP highest
DROSHA,2.754248,0.252303,5.885122,6.207116,6.153447,0.315314,NHP highest
GLI2,2.757628,0.251877,1.33648,0.119322,0.724608,0.315314,Human highest
CBFA2T3,2.767816,0.250597,3.461143,6.301724,4.515604,0.315314,NHP highest
ADGRG7,2.755088,0.252197,0.64089,0.071796,0.642723,0.315314,Mouse highest
GRXCR1,2.767974,0.250578,0.688346,0.316879,0.550365,0.315314,Human highest
EIF3K,2.764052,0.251069,5.744664,5.648068,6.600682,0.315314,Mouse highest
MYBPC2,2.757628,0.251877,1.425446,0.121962,0.934337,0.315314,Human highest
RPS27L,2.754248,0.252303,3.957826,4.737544,4.310733,0.315314,NHP highest
PROM1,2.754248,0.252303,1.800971,0.306528,1.117777,0.315314,Human highest
RPS20,2.754248,0.252303,4.570145,8.471264,6.656535,0.315314,NHP highest
CHTOP,2.754248,0.252303,4.613527,6.667548,6.010022,0.315314,NHP highest
PLCXD3,2.754248,0.252303,4.910742,4.270361,4.569255,0.315314,Human highest
LRBA,2.754248,0.252303,8.175859,7.063293,7.393731,0.315314,Human highest
ARIH2,2.754248,0.252303,6.35053,5.678237,6.155273,0.315314,Human highest
TMTC1,2.754248,0.252303,7.595679,7.048283,7.357179,0.315314,Human highest
GRIN2B,2.754248,0.252303,10.190638,11.545185,11.078727,0.315314,NHP highest
THAP11,2.767816,0.250597,2.835311,4.729005,3.430376,0.315314,NHP highest
SLC25A18,2.754248,0.252303,2.287314,1.707469,2.035452,0.315314,Human highest
GTF2H5,2.754248,0.252303,4.437383,7.38622,6.176177,0.315314,NHP highest
ADO,2.754248,0.252303,3.60255,5.263646,4.528503,0.315314,NHP highest
TSHZ1,2.754248,0.252303,5.706401,5.941007,5.734998,0.315314,NHP highest
DDX59,2.754248,0.252303,3.091688,2.524232,2.833177,0.315314,Human highest
NCDN,2.754248,0.252303,5.552398,9.278893,7.912608,0.315314,NHP highest
DEPDC1,2.757789,0.251857,0.816576,0.205612,0.650683,0.315314,Human highest
ATP13A2,2.754248,0.252303,6.399496,5.244843,5.70431,0.315314,Human highest
NCKAP5L,2.754248,0.252303,4.359131,3.798445,4.098413,0.315314,Human highest
CCND2,2.754248,0.252303,6.104794,7.773483,7.091844,0.315314,NHP highest
GCDH,2.754248,0.252303,3.665627,3.171057,3.540811,0.315314,Human highest
TRPC5,2.754248,0.252303,6.390862,6.158236,6.536231,0.315314,Mouse highest
ZNF35,2.754248,0.252303,3.830775,1.596336,2.498959,0.315314,Human highest
PTGES2,2.764052,0.251069,4.834765,4.707563,5.220487,0.315314,Mouse highest
PPP1R42,2.754248,0.252303,3.131249,1.662477,2.447499,0.315314,Human highest
KANK4,2.754248,0.252303,2.108504,0.787082,1.765965,0.315314,Human highest
BNIP3L,2.754248,0.252303,5.980955,6.905523,6.416811,0.315314,NHP highest
CDK9,2.754248,0.252303,5.106336,5.828612,5.247137,0.315314,NHP highest
PLCD1,2.754248,0.252303,1.631928,2.712122,2.211197,0.315314,NHP highest
UBXN2A,2.754248,0.252303,5.530872,5.88312,5.791303,0.315314,NHP highest
CNOT7,2.754248,0.252303,5.47472,6.840943,6.068924,0.315314,NHP highest
ZFP1,2.767816,0.250597,3.91181,5.424295,3.848222,0.315314,NHP highest
EFCAB11,2.754248,0.252303,4.953927,1.626921,2.597787,0.315314,Human highest
FAM151A,2.754248,0.252303,0.854394,0.19922,1.16058,0.315314,Mouse highest
BLOC1S6,2.754248,0.252303,5.807076,5.377417,5.447818,0.315314,Human highest
INSL5,2.754248,0.252303,0.576899,1.251258,1.042753,0.315314,NHP highest
BLM,2.767816,0.250597,1.351565,3.233663,2.347171,0.315314,NHP highest
TMEM179,2.754248,0.252303,4.189235,6.642991,5.701846,0.315314,NHP highest
PPP1R16B,2.754248,0.252303,7.859639,5.515135,6.303793,0.315314,Human highest
UBALD1,2.767816,0.250597,4.023548,6.365466,4.524866,0.315314,NHP highest
MYOF,2.754248,0.252303,1.661531,0.609763,1.393356,0.315314,Human highest
PIK3C2A,2.754248,0.252303,6.365792,5.443147,5.733912,0.315314,Human highest
SCAMP5,2.754248,0.252303,7.056158,7.557332,7.199479,0.315314,NHP highest
EXOC3L1,2.767816,0.250597,0.223709,0.50488,0.388713,0.315314,NHP highest
ARL8B,2.754248,0.252303,6.179404,7.886844,7.300959,0.315314,NHP highest
CDCP1,2.767816,0.250597,2.832064,0.225368,1.592916,0.315314,Human highest
JMJD8,2.767816,0.250597,2.941936,3.767899,2.775092,0.315314,NHP highest
TIFA,2.754248,0.252303,0.626219,3.206551,2.372308,0.315314,NHP highest
TICAM1,2.754248,0.252303,3.142931,1.018689,1.897173,0.315314,Human highest
EHD3,2.754248,0.252303,4.972254,6.413514,5.854868,0.315314,NHP highest
ASXL1,2.754248,0.252303,6.813429,6.607438,6.71843,0.315314,Human highest
SLC15A1,2.754248,0.252303,0.766051,0.297345,0.845568,0.315314,Mouse highest
EFNA4,2.754248,0.252303,0.271516,0.28386,0.892071,0.315314,Mouse highest
CCNB3,2.755088,0.252197,1.00654,0.036608,0.50963,0.315314,Human highest
ZNF354B,2.754248,0.252303,3.390159,2.198465,2.667185,0.315314,Human highest
TRIM47,2.754248,0.252303,1.582369,1.324155,0.793312,0.315314,Human highest
RAD54L,2.754248,0.252303,2.486936,1.322038,2.02308,0.315314,Human highest
TPP1,2.754248,0.252303,4.124072,5.241965,4.811135,0.315314,NHP highest
ARHGAP18,2.754248,0.252303,4.41052,3.98542,3.858174,0.315314,Human highest
TRAPPC6B,2.754248,0.252303,6.136114,7.729875,6.943305,0.315314,NHP highest
PYGO2,2.754248,0.252303,3.445936,4.733247,4.327268,0.315314,NHP highest
PAX5,2.757628,0.251877,1.461669,0.254724,1.169759,0.315314,Human highest
KCTD13,2.767816,0.250597,4.963489,6.787312,4.834914,0.315314,NHP highest
HK3,2.757628,0.251877,1.271344,0.295583,1.094347,0.315314,Human highest
HS3ST1,2.754248,0.252303,4.326148,3.516014,4.06657,0.315314,Human highest
HRH3,2.754248,0.252303,2.393561,4.368303,3.757613,0.315314,NHP highest
MFSD1,2.754248,0.252303,4.452694,3.709202,3.982155,0.315314,Human highest
HSPG2,2.767816,0.250597,1.489807,0.211544,0.955008,0.315314,Human highest
MFSD8,2.754248,0.252303,5.551347,4.504255,5.078678,0.315314,Human highest
EPHA2,2.755088,0.252197,0.274329,0.038834,0.129989,0.315314,Human highest
CHAC1,2.754248,0.252303,1.249724,1.986209,1.746655,0.315314,NHP highest
HMCN1,2.754248,0.252303,1.791523,0.678893,1.435888,0.315314,Human highest
PTPN6,2.767974,0.250578,1.37268,0.649142,2.06217,0.315314,Mouse highest
CCDC88C,2.754248,0.252303,4.937173,5.517361,5.480942,0.315314,NHP highest
ARHGEF1,2.764052,0.251069,4.050389,4.010673,4.239546,0.315314,Mouse highest
TRIM16,2.755088,0.252197,4.27617,0.043039,1.674102,0.315314,Human highest
REEP4,2.754248,0.252303,0.798426,1.104329,1.009634,0.315314,NHP highest
RBM45,2.767974,0.250578,3.933976,3.446384,4.026339,0.315314,Mouse highest
HIC1,2.767974,0.250578,0.305459,0.633098,0.456409,0.315314,NHP highest
SLC39A11,2.754248,0.252303,7.385362,4.331714,5.513345,0.315314,Human highest
IRF8,2.748112,0.253078,0.307361,0.990536,0.741108,0.316201,NHP highest
BCL7C,2.748112,0.253078,3.97066,4.948236,3.521704,0.316201,NHP highest
GALNS,2.748112,0.253078,3.813347,3.292268,2.671302,0.316201,Human highest
SEC14L1,2.734641,0.254789,6.274141,6.784703,6.485566,0.318092,NHP highest
ZNF850,2.734641,0.254789,1.901756,2.30641,2.597182,0.318092,Mouse highest
TMEM138,2.734641,0.254789,4.67637,4.182909,4.32671,0.318092,Human highest
CLDN10,2.734641,0.254789,1.183331,1.734279,1.474206,0.318092,NHP highest
CABIN1,2.734641,0.254789,6.829339,6.405937,6.608749,0.318092,Human highest
HMGXB4,2.734641,0.254789,5.024502,4.680656,5.002666,0.318092,Human highest
HTATIP2,2.734641,0.254789,4.154034,3.754439,3.996797,0.318092,Human highest
GABRR2,2.734641,0.254789,0.774543,0.321355,0.553699,0.318092,Human highest
PHF8,2.734641,0.254789,5.114074,5.42611,5.253032,0.318092,NHP highest
TCF21,2.732743,0.255031,0.016597,0.0,0.003884,0.318367,Human highest
CHORDC1,2.722876,0.256292,5.993658,6.280504,5.913762,0.319859,NHP highest
RAD1,2.722876,0.256292,3.665508,3.493108,3.797593,0.319859,Mouse highest
ZNF12,2.722876,0.256292,4.19533,4.42994,4.066408,0.319859,NHP highest
NTN1,2.690196,0.260514,3.215992,0.840968,1.920173,0.320833,Human highest
B3GALNT2,2.690196,0.260514,6.00567,4.711237,4.954549,0.320833,Human highest
INO80E,2.703448,0.258794,3.907971,4.607194,3.650808,0.320833,NHP highest
EXOC6B,2.690196,0.260514,8.839229,8.014371,8.216739,0.320833,Human highest
NKX6-1,2.712644,0.257607,0.005746,0.0,0.037485,0.320833,Mouse highest
POLR2C,2.703448,0.258794,4.389499,5.313688,4.022777,0.320833,NHP highest
TMEM186,2.703448,0.258794,2.204765,4.059215,3.588811,0.320833,NHP highest
PAPOLG,2.690196,0.260514,5.309004,5.043743,5.098978,0.320833,Human highest
MSRB1,2.703448,0.258794,1.048429,3.709147,3.038204,0.320833,NHP highest
INAFM1,2.703448,0.258794,3.456402,4.673816,3.815163,0.320833,NHP highest
ALDH18A1,2.690196,0.260514,4.831555,3.755467,4.128833,0.320833,Human highest
CEACAM18,2.712644,0.257607,0.022715,0.0,0.030387,0.320833,Mouse highest
STOML3,2.690196,0.260514,0.411276,0.327738,0.593304,0.320833,Mouse highest
TMEM208,2.703448,0.258794,3.634021,4.937016,4.054728,0.320833,NHP highest
