gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction,p_Human_NHP,p_Human_Mouse,p_NHP_Mouse
CHCHD3,9.499346,0.008655,8.048329,6.725112,6.951646,0.051816,Human highest,0.014914,0.027091,1.0
PELI1,9.499346,0.008655,5.179141,7.21312,6.705878,0.051816,NHP highest,0.014914,0.027091,1.0
PEAR1,9.499346,0.008655,0.039841,0.482748,0.525397,0.051816,Mouse highest,0.329527,0.00622,1.0
SPC24,9.499346,0.008655,1.01491,1.780004,2.357259,0.051816,Mouse highest,0.329527,0.00622,1.0
C8B,9.499346,0.008655,0.082476,0.669963,0.420778,0.051816,NHP highest,0.014914,0.027091,1.0
EXOC4,9.499346,0.008655,8.978133,8.342138,8.268696,0.051816,Human highest,0.329527,0.00622,1.0
GTF3C2,9.499346,0.008655,5.104063,5.619276,5.739755,0.051816,Mouse highest,0.329527,0.00622,1.0
SULF1,9.499346,0.008655,1.116455,3.049726,2.841433,0.051816,NHP highest,0.014914,0.027091,1.0
SEH1L,9.499346,0.008655,4.419872,5.043333,5.225349,0.051816,Mouse highest,0.329527,0.00622,1.0
PPTC7,9.499346,0.008655,4.290757,5.747458,5.391422,0.051816,NHP highest,0.014914,0.027091,1.0
RAMP1,9.499346,0.008655,5.663087,6.798494,7.007935,0.051816,Mouse highest,0.329527,0.00622,1.0
PTGS1,9.499346,0.008655,0.494644,2.529525,2.03342,0.051816,NHP highest,0.014914,0.027091,1.0
IL18BP,9.499346,0.008655,1.172204,2.345047,2.091551,0.051816,NHP highest,0.014914,0.027091,1.0
MAEL,9.499346,0.008655,4.423876,0.184723,0.511891,0.051816,Human highest,0.014914,0.027091,1.0
SCEL,9.499346,0.008655,0.614156,1.694932,2.01927,0.051816,Mouse highest,0.329527,0.00622,1.0
CFTR,9.499346,0.008655,1.433535,2.446128,2.83179,0.051816,Mouse highest,0.329527,0.00622,1.0
CRH,9.499346,0.008655,0.714394,2.825573,2.217655,0.051816,NHP highest,0.014914,0.027091,1.0
HDAC3,9.499346,0.008655,6.222183,5.100882,5.342068,0.051816,Human highest,0.014914,0.027091,1.0
CERKL,9.499346,0.008655,3.51556,5.141795,4.918615,0.051816,NHP highest,0.014914,0.027091,1.0
PARP9,9.499346,0.008655,0.817602,1.833788,2.316374,0.051816,Mouse highest,0.329527,0.00622,1.0
PARS2,9.499346,0.008655,1.624482,2.385913,2.670647,0.051816,Mouse highest,0.329527,0.00622,1.0
SPEG,9.499346,0.008655,5.314116,6.391068,6.224762,0.051816,NHP highest,0.014914,0.027091,1.0
STK38,9.499346,0.008655,6.080458,5.538388,5.684766,0.051816,Human highest,0.014914,0.027091,1.0
HEY2,9.499346,0.008655,0.14588,2.372866,1.769801,0.051816,NHP highest,0.014914,0.027091,1.0
DLK2,9.499346,0.008655,3.918171,5.984796,5.100434,0.051816,NHP highest,0.006461,0.156615,0.208573
SP3,9.499346,0.008655,6.134948,5.735555,5.493208,0.051816,Human highest,0.329527,0.00622,1.0
PLEKHA8,9.499346,0.008655,5.704858,4.496515,4.132809,0.051816,Human highest,0.329527,0.00622,1.0
PLCD3,9.499346,0.008655,1.812939,2.751826,3.044507,0.051816,Mouse highest,0.329527,0.00622,1.0
ECHDC1,9.499346,0.008655,6.241611,5.240856,5.475393,0.051816,Human highest,0.014914,0.027091,1.0
SNRNP35,9.499346,0.008655,4.145118,2.694507,2.926113,0.051816,Human highest,0.014914,0.027091,1.0
RNF149,9.499346,0.008655,7.247934,4.044438,4.815386,0.051816,Human highest,0.014914,0.027091,1.0
SLC35E3,9.499346,0.008655,4.866352,4.06768,4.20709,0.051816,Human highest,0.014914,0.027091,1.0
SHROOM4,9.499346,0.008655,1.457181,3.521716,3.218116,0.051816,NHP highest,0.014914,0.027091,1.0
ABHD2,9.499346,0.008655,7.56062,6.698441,6.492042,0.051816,Human highest,0.329527,0.00622,1.0
SNTG1,9.499346,0.008655,10.727858,9.709217,9.402062,0.051816,Human highest,0.329527,0.00622,1.0
DND1,9.499346,0.008655,2.636889,1.209804,0.874638,0.051816,Human highest,0.329527,0.00622,1.0
RNASEH1,9.499346,0.008655,4.580036,3.410751,3.623226,0.051816,Human highest,0.014914,0.027091,1.0
LMAN2,9.499346,0.008655,3.686094,5.407397,5.15044,0.051816,NHP highest,0.014914,0.027091,1.0
SHROOM3,9.499346,0.008655,7.703194,2.781294,4.010521,0.051816,Human highest,0.014914,0.027091,1.0
DCAF17,9.499346,0.008655,4.736148,5.258905,5.398507,0.051816,Mouse highest,0.329527,0.00622,1.0
ABCG1,9.499346,0.008655,4.491812,5.79685,5.638666,0.051816,NHP highest,0.014914,0.027091,1.0
SGPL1,9.499346,0.008655,6.078412,4.04238,3.88039,0.051816,Human highest,0.329527,0.00622,1.0
SGCZ,9.499346,0.008655,8.160951,9.752165,9.583807,0.051816,NHP highest,0.014914,0.027091,1.0
FNBP1L,9.499346,0.008655,5.279394,7.567858,7.410826,0.051816,NHP highest,0.014914,0.027091,1.0
SLC7A14,9.499346,0.008655,6.144168,7.735857,7.436638,0.051816,NHP highest,0.014914,0.027091,1.0
PHYHD1,9.499346,0.008655,2.023397,3.887778,3.604495,0.051816,NHP highest,0.014914,0.027091,1.0
PIK3R5,9.499346,0.008655,0.749206,2.758157,3.096859,0.051816,Mouse highest,0.329527,0.00622,1.0
ERGIC3,9.499346,0.008655,4.052515,5.356388,5.798051,0.051816,Mouse highest,0.329527,0.00622,1.0
PHRF1,9.499346,0.008655,3.758906,4.991722,5.160202,0.051816,Mouse highest,0.329527,0.00622,1.0
LENG9,9.499346,0.008655,1.977862,3.224785,3.486823,0.051816,Mouse highest,0.329527,0.00622,1.0
SRRM4,9.499346,0.008655,8.534664,6.7818,7.203527,0.051816,Human highest,0.014914,0.027091,1.0
PDRG1,9.499346,0.008655,3.383051,4.915647,5.310895,0.051816,Mouse highest,0.329527,0.00622,1.0
ALDH3A1,9.499346,0.008655,0.12464,0.298729,0.509735,0.051816,Mouse highest,0.329527,0.00622,1.0
TAF9B,9.499346,0.008655,2.730793,4.03622,3.736433,0.051816,NHP highest,0.014914,0.027091,1.0
HIVEP2,9.499346,0.008655,8.212469,9.366465,9.105995,0.051816,NHP highest,0.014914,0.027091,1.0
PDK1,9.499346,0.008655,5.397421,6.31459,6.445679,0.051816,Mouse highest,0.329527,0.00622,1.0
ACADM,9.499346,0.008655,6.377815,3.377447,4.196119,0.051816,Human highest,0.014914,0.027091,1.0
TAMM41,9.499346,0.008655,6.162598,2.869397,3.549115,0.051816,Human highest,0.014914,0.027091,1.0
SPATA6,9.499346,0.008655,5.72648,1.685651,2.750585,0.051816,Human highest,0.014914,0.027091,1.0
ABCD1,9.499346,0.008655,1.220683,2.91309,2.790662,0.051816,NHP highest,0.014914,0.027091,1.0
DNM3,9.499346,0.008655,8.876958,8.323109,8.178581,0.051816,Human highest,0.329527,0.00622,1.0
BAMBI,9.499346,0.008655,0.092183,1.994662,1.465201,0.051816,NHP highest,0.014914,0.027091,1.0
PLVAP,9.499346,0.008655,1.023964,3.843485,4.681347,0.051816,Mouse highest,0.329527,0.00622,1.0
POLDIP3,9.499346,0.008655,3.877115,5.760963,5.094216,0.051816,NHP highest,0.006461,0.156615,0.208573
B2M,9.499346,0.008655,1.684963,5.091161,4.336804,0.051816,NHP highest,0.014914,0.027091,1.0
DPT,9.499346,0.008655,2.830071,0.139051,0.311275,0.051816,Human highest,0.014914,0.027091,1.0
HMGCR,9.499346,0.008655,6.166467,5.475087,5.321935,0.051816,Human highest,0.329527,0.00622,1.0
MYL1,9.499346,0.008655,0.062234,1.146143,0.880299,0.051816,NHP highest,0.014914,0.027091,1.0
LRP10,9.499346,0.008655,0.199839,2.579051,2.631614,0.051816,Mouse highest,0.329527,0.00622,1.0
HSPB6,9.499346,0.008655,0.329908,1.236104,1.734333,0.051816,Mouse highest,0.329527,0.00622,1.0
CCDC80,9.499346,0.008655,0.397556,2.922548,3.44775,0.051816,Mouse highest,0.329527,0.00622,1.0
OSBPL2,9.499346,0.008655,4.433593,5.424319,5.209851,0.051816,NHP highest,0.014914,0.027091,1.0
MTMR6,9.499346,0.008655,5.07939,6.572785,6.382036,0.051816,NHP highest,0.014914,0.027091,1.0
ZFAND1,9.499346,0.008655,5.873391,4.362772,4.647835,0.051816,Human highest,0.014914,0.027091,1.0
BBS10,9.499346,0.008655,2.646752,1.906142,1.587299,0.051816,Human highest,0.329527,0.00622,1.0
WNT5B,9.499346,0.008655,4.213916,1.954822,2.18052,0.051816,Human highest,0.014914,0.027091,1.0
GNRH1,9.499346,0.008655,1.582848,0.69988,0.54726,0.051816,Human highest,0.329527,0.00622,1.0
MFSD10,9.499346,0.008655,5.454021,3.149078,4.134558,0.051816,Human highest,0.006461,0.156615,0.208573
ARHGAP28,9.499346,0.008655,4.833478,0.421982,1.384612,0.051816,Human highest,0.014914,0.027091,1.0
CELA1,9.499346,0.008655,0.579303,1.661504,2.204756,0.051816,Mouse highest,0.329527,0.00622,1.0
TRAPPC3L,9.499346,0.008655,0.245915,2.650793,2.098717,0.051816,NHP highest,0.014914,0.027091,1.0
WSCD1,9.499346,0.008655,3.040857,4.957142,5.150286,0.051816,Mouse highest,0.329527,0.00622,1.0
CBL,9.499346,0.008655,6.153971,7.024043,6.666455,0.051816,NHP highest,0.006461,0.156615,0.208573
TRAPPC11,9.499346,0.008655,6.21671,5.513148,5.213365,0.051816,Human highest,0.329527,0.00622,1.0
MESP1,9.499346,0.008655,2.75994,0.321142,0.544704,0.051816,Human highest,0.014914,0.027091,1.0
GLIS1,9.499346,0.008655,5.487159,4.27428,3.557014,0.051816,Human highest,0.329527,0.00622,1.0
SEC22C,9.499346,0.008655,5.167509,4.73487,4.549515,0.051816,Human highest,0.329527,0.00622,1.0
CAB39,9.499346,0.008655,6.842196,7.544142,7.380342,0.051816,NHP highest,0.014914,0.027091,1.0
TTC16,9.499346,0.008655,0.582475,2.029749,2.316434,0.051816,Mouse highest,0.329527,0.00622,1.0
TTC22,9.499346,0.008655,1.599416,0.8116,1.246057,0.051816,Human highest,0.006461,0.156615,0.208573
AP1S3,9.499346,0.008655,5.366528,3.939198,3.414451,0.051816,Human highest,0.329527,0.00622,1.0
ZWINT,9.499346,0.008655,1.384373,9.637809,6.948548,0.051816,NHP highest,0.006461,0.156615,0.208573
ZNF672,9.499346,0.008655,2.087012,5.242279,4.716238,0.051816,NHP highest,0.014914,0.027091,1.0
ZNF831,9.499346,0.008655,5.479991,6.433687,6.181169,0.051816,NHP highest,0.014914,0.027091,1.0
